modelvec,id,firm,market,price,const,mpd,air,space,hpwt,share,share_out,prodvec,newmodv,mpg,quantity
PLGRNF,2193,16,12,8.031088,1,1.265818,0,1.545,0.274809,0.000218,0.918871,PLGRNF,PLGRNF81,1.7,18.255
PTT100,2195,19,12,6.160622,1,2.159336,0,1.023,0.309819,0.000611,0.918871,PTT100,PTT10081,2.9,51.257
PTJ200,2196,19,12,7.152332,1,1.935957,0,1.144,0.373991,0.00068,0.918871,PTJ200,PTJ20082,2.6,57.048
PTPHOE,2197,19,12,7.21658,1,1.935957,0,1.26,0.380068,0.00059,0.918871,PTPHOE,PTPHOE80,2.6,49.527
PT6000,2199,19,12,9.212435,1,1.861497,0,1.292,0.339495,0.000663,0.918871,PT6000,PT600082,2.5,55.624
PTFIRB,2201,19,12,8.414508,1,1.563657,0,1.4328,0.39395,0.000143,0.918871,PTFIRB,PTFIRB72,2.1,12.021
PTBNNV,2203,19,12,8.836269,1,1.489198,0,1.4328,0.343428,0.000908,0.918871,PTBNNV,PTBNNV80,2,76.233
PTGRNP,2204,19,12,8.635233,1,1.489198,0,1.4746,0.34098,0.000996,0.918871,PTGRNP,PTGRNP78,2,83.598
ARSPID,2422,20,12,15.533679,1,1.638117,0,1.0985,0.451334,2.60E-05,0.918871,ARSPID,ARSPID82,2.2,2.193
AD5000,2424,7,12,14.580311,1,1.414738,0,1.33,0.495427,0.000296,0.918871,AD5000,AD500081,1.9,24.854
AD4000,2426,7,12,11.259067,1,2.084877,0,1.1859,0.348563,0.000193,0.918871,AD4000,AD400080,2.8,16.187
BW320i,2428,8,12,13.772021,1,1.861497,1,1.1392,0.404,0.000434,0.918871,BW320i,BW320i81,2.5,36.461
BW528e,2429,8,12,24.170984,1,1.638117,1,1.2663,0.408784,0.000126,0.918871,BW528e,BW528e82,2.2,10.54
BW633c,2430,8,12,38.336788,1,1.414738,1,1.3192,0.541916,1.80E-05,0.918871,BW633c,BW633c81,1.9,1.515
BW733i,2431,8,12,34.523316,1,1.414738,1,1.4058,0.526163,4.60E-05,0.918871,BW733i,BW733i81,1.9,3.876
DT210,2432,2,12,4.973057,1,2.233796,0,1.0521,0.341925,0.002284,0.918871,DT210,DT21081,3,191.628
DT310,2433,2,12,5.895337,1,2.382716,0,1.0304,0.335744,0.000534,0.918871,DT310,DT31081,3.2,44.779
DTSTAN,2434,2,12,7.25285,1,2.233796,0,1.1484,0.407407,0.000705,0.918871,DTSTAN,DTSTAN82,3,59.194
DT200S,2435,2,12,8.019689,1,1.935957,0,1.1859,0.395963,0.000579,0.918871,DT200S,DT200S81,2.6,48.559
DT280Z,2436,2,12,18.962694,1,1.489198,0,1.2194,0.598603,0.000682,0.918871,DT280Z,DT280Z81,2,57.26
DT810M,2437,2,12,11.449741,1,1.638117,1,1.2342,0.429492,0.000646,0.918871,DT810M,DT810M82,2.2,54.199
FTX119,2438,17,12,11.295337,1,1.935957,0,0.9734,0.352113,2.80E-05,0.918871,FTX119,FTX11981,2.6,2.359
FTSPID,2439,17,12,12.735751,1,1.861497,0,1.0432,0.508475,5.70E-05,0.918871,FTSPID,FTSPID82,2.5,4.824
HD1300,2440,3,12,4.973057,1,2.606096,0,0.9387,0.364706,0.001579,0.918871,HD1300,HD130082,3.5,132.469
HDACCO,2443,3,12,8.544041,1,2.084877,0,1.079,0.362319,0.00233,0.918871,HDACCO,HDACCO76,2.8,195.524
HDPREL,2444,3,12,8.284974,1,2.084877,0,1.053,0.364786,0.000451,0.918871,HDPREL,HDPREL79,2.8,37.872
MZGLC,2445,4,12,6.471503,1,2.531636,0,1.0855,0.351421,0.000651,0.918871,MZGLC,MZGLC79,3.4,54.639
MZ626,2447,4,12,7.507772,1,2.010417,0,1.1658,0.309478,0.000716,0.918871,MZ626,MZ62680,2.7,60.11
MB240D,2448,9,12,23.997927,1,2.084877,1,1.3561,0.221854,0.000161,0.918871,MB240D,MB240D74,2.8,13.48
MB300S,2449,9,12,38.165803,1,2.010417,1,1.4616,0.328767,0.00046,0.918871,MB300S,MB300S81,2.7,38.571
MB380S,2451,9,12,48.117098,1,1.265818,1,1.5048,0.425824,4.40E-05,0.918871,MB380S,MB380S82,1.7,3.691
MB380S,2452,9,12,43.246632,1,1.265818,1,1.2993,0.428769,1.00E-04,0.918871,MB380S,MB380S82,1.7,8.402
PG504S,2454,14,12,12.331606,1,2.084877,0,1.3065,0.208211,0.000157,0.918871,PG504S,PG504S82,2.8,13.212
PG604T,2455,14,12,20.305699,1,2.010417,0,1.351,0.228571,1.00E-05,0.918871,PG604T,PG604T82,2.7,0.832
PS924T,2458,12,12,22.279793,1,1.489198,1,1.1457,0.575486,0.000164,0.918871,PS924T,PS924T82,2,13.747
RNFUEG,2460,24,12,8.803109,1,1.787037,0,1.1859,0.344683,0.000118,0.918871,RNFUEG,RNFUEG82,2.4,9.874
RN18i,2461,24,12,7.666321,1,2.159336,0,1.2194,0.362671,9.00E-05,0.918871,RN18i,RN18i81,2.9,7.559
RNLECA,2462,24,12,5.797927,1,2.159336,0,0.9438,0.28022,0.00024,0.918871,RNLECA,RNLECA80,2.9,20.107
SA900,2463,11,12,11.088083,1,1.563657,0,1.2596,0.418251,0.000102,0.918871,SA900,SA90081,2.1,8.524
SBSTD,2464,5,12,6.33057,1,2.382716,0,1.105,0.324706,0.001709,0.918871,SBSTD,SBSTD81,3.2,143.426
TYSTRL,2465,1,12,5.780311,1,2.755015,0,0.918,0.336427,0.00023,0.918871,TYSTRL,TYSTRL81,3.7,19.339
TYCRLA,2466,1,12,6.360622,1,2.084877,0,1.0816,0.324675,0.002088,0.918871,TYCRLA,TYCRLA80,2.8,175.21
TYTERC,2467,1,12,5.179275,1,2.531636,0,1.0044,0.326316,0.001619,0.918871,TYTERC,TYTERC81,3.4,135.896
TYCELI,2468,1,12,7.418653,1,1.861497,0,1.1682,0.369657,0.001379,0.918871,TYCELI,TYCELI71,2.5,115.69
TYSUPR,2469,1,12,14.091192,1,1.563657,1,1.2328,0.494543,0.000406,0.918871,TYSUPR,TYSUPR82,2.1,34.046
TYCRSS,2471,1,12,12.693264,1,1.638117,1,1.2462,0.405453,0.000446,0.918871,TYCRSS,TYCRSS80,2.2,37.46
VWJETT,2472,7,12,8.906736,1,2.084877,0,1.0752,0.369815,0.000242,0.918871,VWJETT,VWJETT81,2.8,20.304
VWQUNT,2473,7,12,11.471503,1,2.084877,0,1.2328,0.345794,0.000144,0.918871,VWQUNT,VWQUNT82,2.8,12.094
VWSCRC,2474,7,12,10.518135,1,2.084877,0,1.0624,0.382825,0.000158,0.918871,VWSCRC,VWSCRC79,2.8,13.227
VWRABB,2475,7,12,7.072539,1,2.233796,0,0.9984,0.386423,0.000107,0.918871,VWRABB,VWRABB81,3,8.984
VVDLGL,2477,6,12,10.139896,1,1.787037,0,1.3124,0.441125,0.000607,0.918871,VVDLGL,VVDLGL82,2.4,50.955
VVGLE,2478,6,12,16.984456,1,1.712577,0,1.3124,0.420032,3.30E-05,0.918871,VVGLE,VVGLE81,2.3,2.795
AMSPIR,2205,15,13,6.019076,1,1.685415,0,1.2096,0.320285,5.20E-05,0.908478,AMSPIR,AMSPIR82,2.1,4.441
AMCONC,2206,15,13,6.751004,1,1.685415,0,1.332,0.309917,0.000135,0.908478,AMCONC,AMCONC78,2.1,11.513
AMALIN,2208,15,13,5.61747,1,2.487994,0,1.066,0.287918,0.001477,0.908478,AMALIN,AMALIN83,3.1,126.008
AMEGL-,2209,15,13,7.727912,1,1.926189,0,1.2045,0.263678,0.000366,0.908478,AMEGL-,AMEGL-83,2.4,31.207
BKSKYH,2215,19,13,7.194779,1,2.086704,0,1.0912,0.363022,0.000856,0.908478,BKSKYH,BKSKYH82,2.6,72.998
BKSKYL,2217,19,13,7.748996,1,2.166962,0,1.274,0.361011,0.001205,0.908478,BKSKYL,BKSKYL80,2.7,102.763
BKCENT,2219,19,13,9.038153,1,1.926189,0,1.292,0.338092,0.001762,0.908478,BKCENT,BKCENT82,2.4,150.28
BKREGA,2221,19,13,9.316265,1,1.685415,0,1.4472,0.35043,0.00089,0.908478,BKREGA,BKREGA79,2.1,75.869
BKLSAB,2223,19,13,9.431727,1,1.524899,0,1.7082,0.315367,0.001777,0.908478,BKLSAB,BKLSAB76,1.9,151.555
BKELCT,2226,19,13,12.636546,1,1.444641,1,1.6872,0.337473,0.000939,0.908478,BKELCT,BKELCT83,1.8,80.106
BKRIVE,2229,19,13,15.299197,1,1.364384,1,1.5111,0.346356,0.000625,0.908478,BKRIVE,BKRIVE83,1.7,53.346
CDCIMM,2231,19,13,12.264056,1,1.845931,1,1.131,0.33346,0.000225,0.908478,CDCIMM,CDCIMM82,2.3,19.188
CDSEVI,2232,19,13,21.526104,1,1.364384,1,1.4555,0.351197,0.000393,0.908478,CDSEVI,CDSEVI82,1.7,33.522
CDDEVI,2233,19,13,16.507028,1,1.364384,1,1.6796,0.338092,0.002064,0.908478,CDDEVI,CDDEVI82,1.7,176.003
CDELDR,2234,19,13,19.411647,1,1.364384,1,1.4555,0.360192,0.00084,0.908478,CDELDR,CDELDR82,1.7,71.624
CVCHEV,2238,19,13,5.354418,1,2.407736,0,1.023,0.309819,0.002096,0.908478,CVCHEV,CVCHEV79,3,178.759
CVCAVL,2239,19,13,6.023092,1,2.086704,0,1.1418,0.366209,0.003041,0.908478,CVCAVL,CVCAVL82,2.6,259.397
CVCITA,2241,19,13,6.961847,1,2.166962,0,1.2213,0.366388,0.001083,0.908478,CVCITA,CVCITA80,2.7,92.379
CVMALI,2243,19,13,8.116466,1,1.605157,0,1.4089,0.343857,0.000998,0.908478,CVMALI,CVMALI80,2,85.148
CVCLBR,2247,19,13,8.241968,1,1.926189,0,1.2852,0.336996,0.002118,0.908478,CVCLBR,CVCLBR82,2.4,180.627
CVCAMA,2249,19,13,8.218876,1,1.605157,0,1.3536,0.361609,0.00209,0.908478,CVCAMA,CVCAMA75,2,178.266
CVMNTC,2251,19,13,8.586345,1,1.605157,0,1.4472,0.341615,0.00124,0.908478,CVMNTC,CVMNTC80,2,105.797
CRLEBA,2258,16,13,8.825301,1,2.24722,0,1.242,0.371395,0.000942,0.908478,CRLEBA,CRLEBA83,2.8,80.309
CRECLA,2260,16,13,9.378514,1,2.006446,0,1.2972,0.363918,0.000414,0.908478,CRECLA,CRECLA83,2.5,35.283
CRCORD,2261,16,13,9.618474,1,1.444641,0,1.5403,0.25959,0.000121,0.908478,CRCORD,CRCORD80,1.8,10.291
CRNEWY,2263,16,13,10.993976,1,2.006446,0,1.2648,0.364341,0.001452,0.908478,CRNEWY,CRNEWY83,2.5,123.82
CRIMPE,2266,16,13,18.763052,1,1.284126,1,1.5622,0.348345,1.50E-05,0.908478,CRIMPE,CRIMPE81,1.6,1.237
DGCOLT,2267,16,13,5.569277,1,3.130056,0,1.0143,0.339523,0.000459,0.908478,DGCOLT,DGCOLT80,3.9,39.158
DGOMNI,2268,16,13,5.864458,1,2.728767,0,1.089,0.296226,0.000592,0.908478,DGOMNI,DGOMNI80,3.4,50.451
DGCHAR,2269,16,13,6.404618,1,2.327478,0,1.1658,0.432582,0.000539,0.908478,DGCHAR,DGCHAR83,2.9,45.975
DGARIE,2270,16,13,6.74498,1,2.327478,0,1.2144,0.415378,0.0014,0.908478,DGARIE,DGARIE83,2.9,119.4
DGCHLN,2272,16,13,8.374498,1,1.926189,0,1.188,0.382117,0.000164,0.908478,DGCHLN,DGCHLN81,2.4,14.024
DG400,2273,16,13,8.524096,1,2.24722,0,1.2558,0.378727,0.000335,0.908478,DG400,DG40083,2.8,28.593
DG600,2274,16,13,8.876506,1,2.006446,0,1.2834,0.372425,0.000397,0.908478,DG600,DG60083,2.5,33.882
DGDIPL,2275,16,13,8.281124,1,1.524899,0,1.545,0.271003,0.000264,0.908478,DGDIPL,DGDIPL80,1.9,22.498
DGMIRA,2277,16,13,9.047189,1,1.524899,0,1.533,0.271903,5.20E-05,0.908478,DGMIRA,DGMIRA80,1.9,4.417
FDESCO,2279,18,13,5.661647,1,2.648509,0,1.0824,0.347222,0.003826,0.908478,FDESCO,FDESCO81,3.3,326.333
FDEXP,2281,18,13,6.451807,1,2.24722,0,1.1286,0.324675,0.000229,0.908478,FDEXP,FDEXP82,2.8,19.574
FDFRMO,2282,18,13,6.149598,1,1.685415,0,1.3916,0.332951,0.00044,0.908478,FDFRMO,FDFRMO78,2.1,37.521
FDMUST,2284,18,13,7.468876,1,1.765673,0,1.26,0.317055,0.001372,0.908478,FDMUST,FDMUST74,2.2,116.976
FDLTD,2287,18,13,7.808233,1,1.685415,0,1.3987,0.303242,0.003345,0.908478,FDLTD,FDLTD83,2.1,285.301
FDTHNB,2292,18,13,9.233936,1,1.685415,0,1.4256,0.390117,0.001579,0.908478,FDTHNB,FDTHNB83,2.1,134.71
LCTWNC,2294,18,13,16.990964,1,1.364384,1,1.7301,0.320039,0.000699,0.908478,LCTWNC,LCTWNC81,1.7,59.626
LCMARK,2295,18,13,20.310241,1,1.364384,1,1.7064,0.324675,0.000331,0.908478,LCMARK,LCMARK80,1.7,28.257
LCCONT,2296,18,13,21.069277,1,1.364384,1,1.4948,0.349556,0.000161,0.908478,LCCONT,LCCONT82,1.7,13.691
MCLYNX,2297,18,13,5.774096,1,2.648509,0,1.0824,0.364204,0.000925,0.908478,MCLYNX,MCLYNX81,3.3,78.876
MCLN7,2299,18,13,7.427711,1,2.24722,0,1.1286,0.337187,5.50E-05,0.908478,MCLN7,MCLN782,2.8,4.694
MCZEPH,2300,18,13,6.571285,1,1.685415,0,1.3916,0.330798,0.000136,0.908478,MCZEPH,MCZEPH78,2.1,11.583
MCCAPR,2302,18,13,7.184739,1,1.765673,0,1.26,0.336037,0.000266,0.908478,MCCAPR,MCCAPR79,2.2,22.708
MCCOUG,2305,18,13,9.559237,1,1.685415,0,1.4256,0.298866,0.001031,0.908478,MCCOUG,MCCOUG81,2.1,87.933
MCMARQ,2307,18,13,7.924699,1,2.086704,0,1.3987,0.315789,0.000764,0.908478,MCMARQ,MCMARQ83,2.6,65.184
MCGRDM,2310,18,13,10.761044,1,1.364384,0,1.6264,0.345653,0.001133,0.908478,MCGRDM,MCGRDM83,1.7,96.659
ODFREN,2312,19,13,7.12249,1,2.086704,0,1.1505,0.363937,0.000525,0.908478,ODFREN,ODFREN82,2.6,44.753
ODOMEG,2314,19,13,7.706827,1,2.166962,0,1.281,0.363206,0.000584,0.908478,ODOMEG,ODOMEG80,2.7,49.818
ODCTLC,2320,19,13,8.927711,1,1.926189,0,1.323,0.338983,0.002248,0.908478,ODCTLC,ODCTLC82,2.4,191.72
ODDELT,2322,19,13,9.120482,1,1.524899,0,1.6863,0.306834,0.002682,0.908478,ODDELT,ODDELT77,1.9,228.77
OD98,2325,19,13,13.172691,1,1.444641,1,1.7094,0.32175,0.001401,0.908478,OD98,OD9881,1.8,119.528
ODTORN,2327,19,13,15.313253,1,1.364384,1,1.4832,0.376041,0.00049,0.908478,ODTORN,ODTORN83,1.7,41.791
PLCOLT,2329,16,13,5.569277,1,3.130056,0,1.0143,0.328037,0.000405,0.908478,PLCOLT,PLCOLT83,3.9,34.513
PLHORI,2330,16,13,5.864458,1,2.728767,0,1.089,0.285057,0.000666,0.908478,PLHORI,PLHORI80,3.4,56.763
PLTURI,2331,16,13,6.404618,1,2.728767,0,1.1658,0.278527,0.000428,0.908478,PLTURI,PLTURI83,3.4,36.497
PLRELI,2332,16,13,6.74498,1,2.327478,0,1.2144,0.404649,0.001844,0.908478,PLRELI,PLRELI83,2.9,157.247
PLSAPO,2334,16,13,8.374498,1,1.926189,0,1.188,0.367242,0.000136,0.908478,PLSAPO,PLSAPO78,2.4,11.571
PLGRNF,2335,16,13,8.281124,1,1.524899,0,1.545,0.263775,0.000177,0.908478,PLGRNF,PLGRNF81,1.9,15.101
PTT100,2337,19,13,5.808233,1,2.407736,0,1.023,0.303313,0.000401,0.908478,PTT100,PTT10081,3,34.173
PT2000,2338,19,13,6.64759,1,2.487994,0,1.2144,0.348259,0.001035,0.908478,PT2000,PT200083,3.1,88.313
PTPHOE,2340,19,13,7.115462,1,2.166962,0,1.288,0.355591,0.000286,0.908478,PTPHOE,PTPHOE80,2.7,24.362
PT6000,2342,19,13,8.603414,1,2.006446,0,1.3041,0.331248,0.001085,0.908478,PT6000,PT600082,2.5,92.513
PTFIRB,2344,19,13,8.583333,1,1.605157,0,1.387,0.37931,0.001064,0.908478,PTFIRB,PTFIRB72,2,90.777
PTBNNV,2346,19,13,8.934739,1,1.685415,0,1.44,0.341933,0.000986,0.908478,PTBNNV,PTBNNV80,2.1,84.122
PTGRNP,2350,19,13,8.732932,1,1.685415,0,1.4746,0.33732,0.001048,0.908478,PTGRNP,PTGRNP78,2.1,89.355
ARGTV6,2480,20,13,18.067269,1,1.765673,0,1.1088,0.545519,3.50E-05,0.908478,ARGTV6,ARGTV681,2.2,3.002
AD5000,2482,7,13,14.412651,1,1.524899,1,1.33,0.369959,0.000348,0.908478,AD5000,AD500083,1.9,29.663
AD4000,2484,7,13,11.827309,1,2.487994,0,1.1859,0.344828,0.000154,0.908478,AD4000,AD400080,3.1,13.166
BW320i,2485,8,13,13.343373,1,2.006446,1,1.1072,0.404,0.000406,0.908478,BW320i,BW320i81,2.5,34.619
BW528e,2486,8,13,24.081325,1,1.765673,1,1.2663,0.409753,0.000188,0.908478,BW528e,BW528e82,2.2,16.004
BW733i,2487,8,13,34.437751,1,1.524899,0,1.4058,0.526163,7.00E-05,0.908478,BW733i,BW733i81,1.9,6.007
BW633c,2488,8,13,39.36747,1,1.524899,1,1.3192,0.540299,3.10E-05,0.908478,BW633c,BW633c81,1.9,2.613
DTSENT,2489,2,13,4.968876,1,3.210314,0,1.0752,0.362162,0.002461,0.908478,DTSENT,DTSENT83,4,209.889
DTPULS,2491,2,13,6.324297,1,2.809025,0,1.0368,0.364116,0.000159,0.908478,DTPULS,DTPULS83,3.5,13.524
DTSTAN,2492,2,13,7.227912,1,2.487994,0,1.1286,0.397291,0.000755,0.908478,DTSTAN,DTSTAN82,3.1,64.429
DT200S,2493,2,13,8.031124,1,2.166962,0,1.1859,0.394584,0.000365,0.908478,DT200S,DT200S81,2.7,31.158
DTMAXI,2494,2,13,11.093373,1,1.765673,1,1.2144,0.416667,0.000894,0.908478,DTMAXI,DTMAXI83,2.2,76.209
DT280Z,2496,2,13,17.669679,1,1.605157,0,1.1658,0.605653,0.000834,0.908478,DT280Z,DT280Z81,2,71.144
HD1300,2497,3,13,4.918675,1,3.130056,0,0.9387,0.34969,0.001615,0.908478,HD1300,HD130082,3.9,137.747
HDACCO,2500,3,13,7.529116,1,2.568251,0,1.0956,0.356803,0.002601,0.908478,HDACCO,HDACCO76,3.2,221.8
HDPREL,2501,3,13,9.683735,1,2.086704,0,1.139,0.454545,0.000483,0.908478,HDPREL,HDPREL83,2.6,41.188
MZGLC,2502,4,13,6.27008,1,2.728767,0,1.024,0.351421,0.000605,0.908478,MZGLC,MZGLC79,3.4,51.601
MZ626,2504,4,13,7.826305,1,2.327478,0,1.1926,0.344398,0.000816,0.908478,MZ626,MZ62683,2.9,69.561
MB240D,2506,9,13,23.895582,1,2.24722,1,1.3561,0.212361,0.000114,0.908478,MB240D,MB240D74,2.8,9.728
MB300D,2507,9,13,31.09739,1,2.327478,1,1.3561,0.223188,0.000501,0.908478,MB300D,MB300D75,2.9,42.765
MB380S,2511,9,13,48.062249,1,1.364384,1,1.5048,0.425824,6.80E-05,0.908478,MB380S,MB380S82,1.7,5.807
MB380S,2512,9,13,43.202811,1,1.364384,1,1.2993,0.442225,0.000109,0.908478,MB380S,MB380S83,1.7,9.255
PG505,2514,14,13,11.912651,1,1.765673,0,1.2903,0.321192,0.000173,0.908478,PG505,PG50580,2.2,14.791
PG604T,2517,14,13,19.859438,1,1.765673,0,1.351,0.228571,5.00E-06,0.908478,PG604T,PG604T82,2.2,0.45
PS944,2518,12,13,19.056225,1,1.765673,1,1.173,0.534579,0.000243,0.908478,PS944,PS94483,2.2,20.743
RNLECA,2521,24,13,4.814257,1,2.648509,0,0.858,0.28022,0.000131,0.908478,RNLECA,RNLECA80,3.3,11.148
RN18i,2522,24,13,8.428715,1,2.166962,0,1.1993,0.362351,7.10E-05,0.908478,RN18i,RN18i81,2.7,6.053
RNFUEG,2524,24,13,8.72992,1,2.086704,0,1.1859,0.382514,0.000188,0.908478,RNFUEG,RNFUEG83,2.6,16.028
SA900,2525,11,13,11.094378,1,1.845931,0,1.2596,0.416667,0.000161,0.908478,SA900,SA90081,2.3,13.716
SBSTD,2526,5,13,4.948795,1,2.568251,0,0.9577,0.336585,0.00177,0.908478,SBSTD,SBSTD81,3.2,150.943
TYSTAR,2528,1,13,5.821285,1,3.531346,0,0.924,0.330484,7.90E-05,0.908478,TYSTAR,TYSTAR83,4.4,6.717
TYTERC,2529,1,13,5.018072,1,3.130056,0,1.0176,0.312343,0.001735,0.908478,TYTERC,TYTERC81,3.9,147.971
TYCORO,2531,1,13,6.162651,1,2.889283,0,1.0688,0.330813,0.001682,0.908478,TYCORO,TYCORO83,3.6,143.43
TYCELI,2533,1,13,7.328313,1,2.086704,0,1.2036,0.420673,0.001382,0.908478,TYCELI,TYCELI71,2.6,117.836
TYCAMR,2534,1,13,7.829317,1,2.568251,0,1.1792,0.395529,0.000617,0.908478,TYCAMR,TYCAMR83,3.2,52.666
TYCRES,2535,1,13,13.623494,1,1.685415,1,1.2395,0.476985,0.000466,0.908478,TYCRES,TYCRES83,2.1,39.755
TYSUPR,2537,1,13,14.204819,1,1.685415,0,1.2512,0.505051,0.000316,0.908478,TYSUPR,TYSUPR82,2.1,26.972
VWRABB,2538,7,13,6.651606,1,2.568251,0,0.9984,0.393617,0.000112,0.908478,VWRABB,VWRABB81,3.2,9.542
VWJETT,2540,7,13,8.242972,1,2.407736,0,1.0752,0.348728,0.000255,0.908478,VWJETT,VWJETT81,3,21.736
VWSCIR,2542,7,13,10.190763,1,2.327478,0,1.0624,0.364712,0.00016,0.908478,VWSCIR,VWSCIR76,2.9,13.654
VWQUAN,2543,7,13,11.325301,1,2.327478,0,1.1993,0.345794,0.000192,0.908478,VWQUAN,VWQUAN83,2.9,16.343
VVDL,2547,6,13,10.692771,1,2.006446,0,1.2852,0.365687,0.000714,0.908478,VVDL,VVDL81,2.5,60.932
VVTURB,2551,6,13,16.425703,1,1.605157,0,1.2852,0.412338,0.000155,0.908478,VVTURB,VVTURB83,2,13.198
VV760G,2553,6,13,18.860442,1,1.605157,0,1.3041,0.436095,0.000105,0.908478,VV760G,VV760G83,2,8.964
AMENCO,3000,15,14,5.53898,1,2.657508,0,1.0439,0.288557,0.000798,0.888114,AMENCO,AMENCO84,3.1,69.235
AMALLI,3001,15,14,5.735322,1,2.657508,0,1.0647,0.294416,0.001156,0.888114,AMALLI,AMALLI84,3.1,100.366
AMEAGL,3002,15,14,9.138595,1,2.057426,0,1.307907,0.274977,0.000238,0.888114,AMEAGL,AMEAGL84,2.4,20.654
BKSKYH,3006,19,14,7.076997,1,2.40033,0,1.08686,0.353038,0.001404,0.888114,BKSKYH,BKSKYH82,2.8,121.858
BKSKYL,3008,19,14,7.426372,1,2.143152,0,1.247779,0.359094,0.001205,0.888114,BKSKYL,BKSKYL80,2.5,104.589
BKCENT,3010,19,14,8.934552,1,2.143152,0,1.280207,0.336012,0.002501,0.888114,BKCENT,BKCENT82,2.5,217.042
BKREGA,3014,19,14,9.317613,1,1.800248,0,1.436296,0.388319,0.002099,0.888114,BKREGA,BKREGA84,2.1,182.185
BKLESA,3015,19,14,9.759384,1,1.628795,0,1.664208,0.3037,0.001893,0.888114,BKLESA,BKLESA84,1.9,164.314
BKELEC,3017,19,14,12.843118,1,1.457343,1,1.423254,0.324338,0.000973,0.888114,BKELEC,BKELEC84,1.7,84.414
BKRIVI,3019,19,14,15.379211,1,1.371617,1,1.47719,0.339766,0.000615,0.888114,BKRIVI,BKRIVI84,1.6,53.398
CDCIMA,3021,19,14,12.14052,1,2.314604,1,1.12515,0.340689,0.000208,0.888114,CDCIMA,CDCIMA84,2.7,18.014
CDSEVI,3022,19,14,21.624639,1,1.543069,1,1.452032,0.35489,0.000407,0.888114,CDSEVI,CDSEVI82,1.8,35.349
CDDEVI,3023,19,14,16.963426,1,1.457343,1,1.66634,0.339111,0.002249,0.888114,CDDEVI,CDDEVI82,1.7,195.177
CDELDO,3024,19,14,19.578441,1,1.543069,1,1.44377,0.361543,0.000813,0.888114,CDELDO,CDELDO84,1.8,70.577
CVCHEV,3026,19,14,5.13282,1,2.657508,0,1.019082,0.280052,0.0019,0.888114,CVCHEV,CVCHEV79,3.1,164.917
CVCAVA,3027,19,14,5.98845,1,2.40033,0,1.155609,0.368818,0.004349,0.888114,CVCAVA,CVCAVA84,2.8,377.446
CVCITA,3029,19,14,6.781521,1,2.314604,0,1.206861,0.367119,0.001062,0.888114,CVCITA,CVCITA80,2.7,92.174
CVCELE,3031,19,14,7.59384,1,2.143152,0,1.323,0.340363,0.003712,0.888114,CVCELE,CVCELE84,2.5,322.198
CVCAMA,3035,19,14,7.935515,1,1.714521,0,1.367184,0.371141,0.002329,0.888114,CVCAMA,CVCAMA75,2,202.172
CVMONT,3037,19,14,8.600577,1,1.714521,0,1.438872,0.346348,0.001336,0.888114,CVMONT,CVMONT84,2,115.93
CVIMPA,3039,19,14,8.561116,1,1.628795,0,1.599988,0.315277,0.002983,0.888114,CVIMPA,CVIMPA81,1.9,258.902
CVCORV,3041,19,14,20.981713,1,1.371617,1,1.25315,0.664075,0.000351,0.888114,CVCORV,CVCORV84,1.6,30.424
CRLeBA,3042,16,14,8.644851,1,2.314604,0,1.23163,0.38477,0.001139,0.888114,CRLeBA,CRLeBA84,2.7,98.83
CRLASE,3044,16,14,8.485082,1,2.057426,0,1.21275,0.392079,0.000612,0.888114,CRLASE,CRLASE84,2.4,53.131
CRE-CL,3045,16,14,9.309913,1,2.143152,0,1.278576,0.391304,0.000464,0.888114,CRE-CL,CRE-CL84,2.5,40.265
CRNEWY,3046,16,14,11.607315,1,2.143152,0,1.268331,0.523364,0.000453,0.888114,CRNEWY,CRNEWY84,2.5,39.303
CRFIFT,3047,16,14,13.353224,1,1.457343,1,1.533714,0.355191,0.001087,0.888114,CRFIFT,CRFIFT84,1.7,94.34
DGCOLT,3048,16,14,5.427334,1,2.571782,0,1.00786,0.369042,0.000799,0.888114,DGCOLT,DGCOLT80,3,69.379
DGARIE,3050,16,14,6.658325,1,2.314604,0,1.208046,0.413259,0.00129,0.888114,DGARIE,DGARIE83,2.7,111.984
DGDAYT,3051,16,14,8.149182,1,2.057426,0,1.21275,0.391614,0.000515,0.888114,DGDAYT,DGDAYT84,2.4,44.717
DG600,3052,16,14,8.820982,1,2.143152,0,1.279942,0.386115,0.000494,0.888114,DG600,DG60083,2.5,42.843
DGDIPL,3053,16,14,8.500481,1,1.457343,0,1.526294,0.376375,0.00033,0.888114,DGDIPL,DGDIPL84,1.7,28.623
FDESCO,3054,18,14,5.615977,1,2.314604,0,1.080101,0.384986,0.004074,0.888114,FDESCO,FDESCO84,2.7,353.578
FDTEMP,3056,18,14,6.583253,1,2.314604,0,1.166444,0.357751,0.002956,0.888114,FDTEMP,FDTEMP84,2.7,256.532
FDMUST,3057,18,14,6.831569,1,2.057426,0,1.237581,0.33033,0.001593,0.888114,FDMUST,FDMUST74,2.4,138.296
FDLTD,3060,18,14,8.275265,1,1.9717,0,1.39515,0.315186,0.002269,0.888114,FDLTD,FDLTD83,2.3,196.907
FDCRNV,3063,18,14,9.446583,1,1.457343,0,1.636025,0.375536,0.00195,0.888114,FDCRNV,FDCRNV84,1.7,169.253
